"","CONCEPT_ID","CONCEPT_NAME","STANDARD_CONCEPT","STANDARD_CONCEPT_CAPTION","INVALID_REASON","INVALID_REASON_CAPTION","CONCEPT_CODE","DOMAIN_ID","VOCABULARY_ID","CONCEPT_CLASS_ID"
"72",1568216,"Other bipolar disorders","N","Non-Standard","V","Valid","F31.8","Condition","ICD10CM","4-char nonbill code"
"73",3105256,"Other manic-depressive psychos","N","Non-Standard","U","Invalid","154874009","Condition","Nebraska Lexicon","Clinical Finding"
"74",3122546,"Bipolar affective disorder, currently manic, unspecified","N","Non-Standard","U","Invalid","191619004","Condition","Nebraska Lexicon","Clinical Finding"
"75",3122547,"Bipolar affective disorder, currently manic, severe, without mention of psychosis","N","Non-Standard","U","Invalid","191622002","Condition","Nebraska Lexicon","Clinical Finding"
"76",3122548,"Bipolar affective disorder, currently manic, in partial or unspecified remission","N","Non-Standard","U","Invalid","191624001","Condition","Nebraska Lexicon","Clinical Finding"
"77",3122549,"Bipolar affective disorder, currently manic, NOS","N","Non-Standard","U","Invalid","191626004","Condition","Nebraska Lexicon","Clinical Finding"
"78",3122550,"Bipolar affective disorder, currently depressed, unspecified","N","Non-Standard","U","Invalid","191628003","Condition","Nebraska Lexicon","Clinical Finding"
"79",3122551,"Bipolar affective disorder, currently depressed, severe, without mention of psychosis","N","Non-Standard","U","Invalid","191631002","Condition","Nebraska Lexicon","Clinical Finding"
"80",3122552,"Bipolar affective disorder, currently depressed, severe, with psychosis","N","Non-Standard","U","Invalid","191632009","Condition","Nebraska Lexicon","Clinical Finding"
"81",3122553,"Bipolar affective disorder, currently depressed, in partial or unspecified remission","N","Non-Standard","U","Invalid","191633004","Condition","Nebraska Lexicon","Clinical Finding"
"82",3122554,"Bipolar affective disorder, currently depressed, NOS","N","Non-Standard","U","Invalid","191635006","Condition","Nebraska Lexicon","Clinical Finding"
"83",3122555,"Mixed bipolar affective disorder, unspecified","N","Non-Standard","U","Invalid","191637003","Condition","Nebraska Lexicon","Clinical Finding"
"84",3122556,"Mixed bipolar affective disorder, severe, without mention of psychosis","N","Non-Standard","U","Invalid","191640003","Condition","Nebraska Lexicon","Clinical Finding"
"85",3122558,"Mixed bipolar affective disorder, in partial or unspecified remission","N","Non-Standard","U","Invalid","191642006","Condition","Nebraska Lexicon","Clinical Finding"
"86",3122559,"Mixed bipolar affective disorder, NOS","N","Non-Standard","U","Invalid","191644007","Condition","Nebraska Lexicon","Clinical Finding"
"87",3122560,"Unspecified bipolar affective disorder","N","Non-Standard","U","Invalid","191646009","Condition","Nebraska Lexicon","Clinical Finding"
"88",3122561,"Unspecified bipolar affective disorder, unspecified","N","Non-Standard","U","Invalid","191647000","Condition","Nebraska Lexicon","Clinical Finding"
"89",3122562,"Unspecified bipolar affective disorder, mild","N","Non-Standard","U","Invalid","191648005","Condition","Nebraska Lexicon","Clinical Finding"
"90",3122563,"Unspecified bipolar affective disorder, moderate","N","Non-Standard","U","Invalid","191649002","Condition","Nebraska Lexicon","Clinical Finding"
"91",3122564,"Unspecified bipolar affective disorder, severe, without mention of psychosis","N","Non-Standard","U","Invalid","191650002","Condition","Nebraska Lexicon","Clinical Finding"
"92",3122565,"Unspecified bipolar affective disorder, severe, with psychosis","N","Non-Standard","U","Invalid","191651003","Condition","Nebraska Lexicon","Clinical Finding"
"93",3122566,"Unspecified bipolar affective disorder, in partial or unspecified remission","N","Non-Standard","U","Invalid","191652005","Condition","Nebraska Lexicon","Clinical Finding"
"94",3122567,"Unspecified bipolar affective disorder, in full remission","N","Non-Standard","U","Invalid","191653000","Condition","Nebraska Lexicon","Clinical Finding"
"95",3122568,"Unspecified bipolar affective disorder, NOS","N","Non-Standard","U","Invalid","191654006","Condition","Nebraska Lexicon","Clinical Finding"
"96",3122570,"Other and unspecified manic-depressive psychoses","N","Non-Standard","U","Invalid","191656008","Condition","Nebraska Lexicon","Clinical Finding"
"97",3122571,"Unspecified manic-depressive psychoses","N","Non-Standard","U","Invalid","191657004","Condition","Nebraska Lexicon","Clinical Finding"
"98",3122572,"Other mixed manic-depressive psychoses","N","Non-Standard","U","Invalid","191660006","Condition","Nebraska Lexicon","Clinical Finding"
"99",3122573,"Other and unspecified manic-depressive psychoses NOS","N","Non-Standard","U","Invalid","191661005","Condition","Nebraska Lexicon","Clinical Finding"
"100",3122894,"Bipolar disorder","N","Non-Standard","U","Invalid","192355004","Condition","Nebraska Lexicon","Clinical Finding"
"101",3122895,"Bipolar affective disorder, currently depressed, severe, with psychosis","N","Non-Standard","U","Invalid","192361001","Condition","Nebraska Lexicon","Clinical Finding"
"102",3137638,"Bipolar II disorder","N","Non-Standard","U","Invalid","231497008","Condition","Nebraska Lexicon","Clinical Finding"
"103",3142971,"Affective psychoses: [manic depressive] or [involutional melancholia]","N","Non-Standard","U","Invalid","268749008","Condition","Nebraska Lexicon","Clinical Finding"
"104",3146669,"Other manic-depressive psychos","N","Non-Standard","U","Invalid","307525004","Condition","Nebraska Lexicon","Clinical Finding"
"105",3161480,"Bipolar 2 disorder, most recent episode rapid cycling","N","Non-Standard","U","Invalid","61771000119106","Condition","Nebraska Lexicon","Clinical Finding"
"106",3169602,"Bipolar disorder, in remission","N","Non-Standard","V","Valid","85248005","Condition","Nebraska Lexicon","Clinical Finding"
"107",3172581,"Bipolar disease in pregnancy","S","Standard","V","Valid","14530001000004106","Condition","Nebraska Lexicon","Clinical Finding"
"108",3173585,"Moderate bipolar II disorder, most recent episode major depressive","N","Non-Standard","V","Valid","35846004","Condition","Nebraska Lexicon","Clinical Finding"
"109",3174376,"Bipolar I disorder, most recent episode depressed with postpartum onset","N","Non-Standard","V","Valid","87203005","Condition","Nebraska Lexicon","Clinical Finding"
"110",3176201,"Bipolar I disorder, most recent episode manic, in remission","N","Non-Standard","V","Valid","45479006","Condition","Nebraska Lexicon","Clinical Finding"
"111",3176801,"Moderate bipolar I disorder, most recent episode mixed","N","Non-Standard","V","Valid","40926005","Condition","Nebraska Lexicon","Clinical Finding"
"112",3177012,"Bipolar I disorder, most recent episode depression","N","Non-Standard","V","Valid","767636002","Condition","Nebraska Lexicon","Clinical Finding"
"113",3189606,"Severe bipolar I disorder, single manic episode with psychotic features, mood-incongruent","N","Non-Standard","V","Valid","86058007","Condition","Nebraska Lexicon","Clinical Finding"
"114",3217056,"Mixed type bipolar affective disorder","N","Non-Standard","V","Valid","16506000","Condition","Nebraska Lexicon","Clinical Finding"
"115",3218839,"Bipolar affective disorder, current episode depression","N","Non-Standard","V","Valid","191627008","Condition","Nebraska Lexicon","Clinical Finding"
"116",3219292,"Bipolar affective disorder, current episode manic","N","Non-Standard","V","Valid","191618007","Condition","Nebraska Lexicon","Clinical Finding"
"117",3219794,"Severe bipolar disorder with psychotic features, mood-congruent","N","Non-Standard","V","Valid","70546001","Condition","Nebraska Lexicon","Clinical Finding"
"118",3219936,"Bipolar disorder in partial remission","N","Non-Standard","V","Valid","5703000","Condition","Nebraska Lexicon","Clinical Finding"
"119",3220425,"Mixed bipolar affective disorder, in full remission","N","Non-Standard","V","Valid","191643001","Condition","Nebraska Lexicon","Clinical Finding"
"120",3220652,"Bipolar 1 disorder","N","Non-Standard","V","Valid","371596008","Condition","Nebraska Lexicon","Clinical Finding"
"121",3221532,"Moderate bipolar I disorder, most recent episode manic","N","Non-Standard","V","Valid","82998009","Condition","Nebraska Lexicon","Clinical Finding"
"122",3221731,"Bipolar affective disorder, current episode hypomanic","N","Non-Standard","V","Valid","31446002","Condition","Nebraska Lexicon","Clinical Finding"
"123",3228602,"Bipolar I disorder, most recent episode mixed, in remission","N","Non-Standard","V","Valid","35481005","Condition","Nebraska Lexicon","Clinical Finding"
"124",3232059,"Bipolar affective disorder, currently depressed, in full remission","N","Non-Standard","V","Valid","191634005","Condition","Nebraska Lexicon","Clinical Finding"
"125",3234838,"Bipolar I disorder, most recent episode mixed, in full remission","N","Non-Standard","V","Valid","111485001","Condition","Nebraska Lexicon","Clinical Finding"
"126",3234853,"Bipolar 1 disorder, single manic episode","N","Non-Standard","V","Valid","9340000","Condition","Nebraska Lexicon","Clinical Finding"
"127",3235926,"Moderate bipolar I disorder, single manic episode","N","Non-Standard","V","Valid","28884001","Condition","Nebraska Lexicon","Clinical Finding"
"128",3239169,"Severe bipolar II disorder, most recent episode major depressive without psychotic features","N","Non-Standard","V","Valid","81319007","Condition","Nebraska Lexicon","Clinical Finding"
"129",3241350,"Severe bipolar I disorder, single manic episode with psychotic fearures, mood-congruent","N","Non-Standard","V","Valid","13581000","Condition","Nebraska Lexicon","Clinical Finding"
"130",3244369,"Bipolar II disorder, most recent episode hypomanic","N","Non-Standard","V","Valid","48937005","Condition","Nebraska Lexicon","Clinical Finding"
"131",3245702,"Severe depressed bipolar I disorder","N","Non-Standard","V","Valid","261000119107","Condition","Nebraska Lexicon","Clinical Finding"
"132",3246079,"Bipolar I disorder, most recent episode manic","N","Non-Standard","V","Valid","68569003","Condition","Nebraska Lexicon","Clinical Finding"
"133",3247592,"Bipolar type II disorder currently in full remission","N","Non-Standard","V","Valid","723905008","Condition","Nebraska Lexicon","Clinical Finding"
"134",3247938,"Bipolar 1 disorder, single manic episode, full remission","N","Non-Standard","V","Valid","3530005","Condition","Nebraska Lexicon","Clinical Finding"
"135",3248705,"Bipolar I disorder, most recent episode depressed with melancholic features","N","Non-Standard","V","Valid","75752004","Condition","Nebraska Lexicon","Clinical Finding"
"136",3249196,"Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-congruent","N","Non-Standard","V","Valid","19300006","Condition","Nebraska Lexicon","Clinical Finding"
"137",3250001,"Bipolar I disorder, single manic episode with postpartum onset","N","Non-Standard","V","Valid","1499003","Condition","Nebraska Lexicon","Clinical Finding"
"138",3252399,"Bipolar I disorder, most recent episode depressed, in full remission","N","Non-Standard","V","Valid","22121000","Condition","Nebraska Lexicon","Clinical Finding"
"139",3252672,"Bipolar I disorder, most recent episode manic with postpartum onset","N","Non-Standard","V","Valid","55516002","Condition","Nebraska Lexicon","Clinical Finding"
"140",3257052,"Mild bipolar I disorder, most recent episode depressed","N","Non-Standard","V","Valid","74686005","Condition","Nebraska Lexicon","Clinical Finding"
"141",3257343,"Severe bipolar disorder with psychotic features, mood-incongruent","N","Non-Standard","V","Valid","26530004","Condition","Nebraska Lexicon","Clinical Finding"
"142",3258702,"Bipolar I disorder, most recent episode mixed with postpartum onset","N","Non-Standard","V","Valid","65042007","Condition","Nebraska Lexicon","Clinical Finding"
"143",3259084,"Mild bipolar I disorder, most recent episode mixed","N","Non-Standard","V","Valid","43769008","Condition","Nebraska Lexicon","Clinical Finding"
"144",3259320,"Bipolar I disorder, most recent episode manic, in full remission","N","Non-Standard","V","Valid","30935000","Condition","Nebraska Lexicon","Clinical Finding"
"145",3264745,"Bipolar affective disorder, currently depressed, moderate","N","Non-Standard","V","Valid","191630001","Condition","Nebraska Lexicon","Clinical Finding"
"146",3266726,"Bipolar I disorder, most recent episode depressed with catatonic features","N","Non-Standard","V","Valid","21900002","Condition","Nebraska Lexicon","Clinical Finding"
"147",3268837,"Bipolar I disorder, most recent episode manic with catatonic features","N","Non-Standard","V","Valid","17782008","Condition","Nebraska Lexicon","Clinical Finding"
"148",3272906,"Schizoaffective disorder, bipolar type","N","Non-Standard","V","Valid","38368003","Condition","Nebraska Lexicon","Clinical Finding"
"149",3278718,"Mixed bipolar affective disorder, mild","N","Non-Standard","V","Valid","191638008","Condition","Nebraska Lexicon","Clinical Finding"
"150",3280461,"Severe bipolar I disorder","N","Non-Standard","V","Valid","371599001","Condition","Nebraska Lexicon","Clinical Finding"
"151",3281321,"Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-incongruent","N","Non-Standard","V","Valid","20960007","Condition","Nebraska Lexicon","Clinical Finding"
"152",3282238,"Severe bipolar disorder","N","Non-Standard","V","Valid","371600003","Condition","Nebraska Lexicon","Clinical Finding"
"153",3291782,"Severe bipolar I disorder, most recent episode mixed, with psychotic features, mood-incongruent","N","Non-Standard","V","Valid","10875004","Condition","Nebraska Lexicon","Clinical Finding"
"154",3298010,"Moderate bipolar disorder","N","Non-Standard","V","Valid","79584002","Condition","Nebraska Lexicon","Clinical Finding"
"155",3298224,"Bipolar disorder, most recent episode depression","N","Non-Standard","V","Valid","767631007","Condition","Nebraska Lexicon","Clinical Finding"
"156",3303540,"Chronic bipolar I disorder, most recent episode depressed","N","Non-Standard","V","Valid","51637008","Condition","Nebraska Lexicon","Clinical Finding"
"157",3303695,"Severe bipolar I disorder, most recent episode mixed, with psychotic features, mood-congruent","N","Non-Standard","V","Valid","64731001","Condition","Nebraska Lexicon","Clinical Finding"
"158",3304401,"Severe bipolar I disorder, most recent episode depressed with psychotic feature, mood-congruent","N","Non-Standard","V","Valid","54761006","Condition","Nebraska Lexicon","Clinical Finding"
"159",3307215,"Severe bipolar I disorder, most recent episode manic, with psychotic features, mood-incongruent","N","Non-Standard","V","Valid","33380008","Condition","Nebraska Lexicon","Clinical Finding"
"160",3309255,"Bipolar affective disorder, currently depressed, mild","N","Non-Standard","V","Valid","191629006","Condition","Nebraska Lexicon","Clinical Finding"
"161",3311555,"Chronic bipolar II disorder, most recent episode major depressive","N","Non-Standard","V","Valid","1196001","Condition","Nebraska Lexicon","Clinical Finding"
"162",3311984,"Severe bipolar I disorder, most recent episode depressed without psychotic features","N","Non-Standard","V","Valid","61403008","Condition","Nebraska Lexicon","Clinical Finding"
"163",3312114,"Bipolar type I disorder currently in full remission","N","Non-Standard","V","Valid","723903001","Condition","Nebraska Lexicon","Clinical Finding"
"164",3312443,"Mixed bipolar affective disorder, moderate","N","Non-Standard","V","Valid","191639000","Condition","Nebraska Lexicon","Clinical Finding"
"165",3312583,"Severe bipolar II disorder, most recent episode major depressive, in full remission","N","Non-Standard","V","Valid","12969000","Condition","Nebraska Lexicon","Clinical Finding"
"166",3319674,"Severe bipolar I disorder, single manic episode without psychotic features","N","Non-Standard","V","Valid","14495005","Condition","Nebraska Lexicon","Clinical Finding"
"167",3321849,"Bipolar 1 disorder, single manic episode, in partial remission","N","Non-Standard","V","Valid","78269000","Condition","Nebraska Lexicon","Clinical Finding"
"168",3325775,"Bipolar 2 disorder","N","Non-Standard","V","Valid","83225003","Condition","Nebraska Lexicon","Clinical Finding"
"169",3331771,"Bipolar I disorder, most recent episode depressed","N","Non-Standard","V","Valid","49468007","Condition","Nebraska Lexicon","Clinical Finding"
"170",3332103,"Mild bipolar I disorder, single manic episode","N","Non-Standard","V","Valid","41552001","Condition","Nebraska Lexicon","Clinical Finding"
"171",3332416,"Severe bipolar I disorder, most recent episode manic, with psychotic features","N","Non-Standard","V","Valid","28663008","Condition","Nebraska Lexicon","Clinical Finding"
"172",3333268,"Bipolar affective disorder, currently manic, in full remission","N","Non-Standard","V","Valid","191625000","Condition","Nebraska Lexicon","Clinical Finding"
"173",3333324,"Bipolar I disorder, single manic episode with catatonic features","N","Non-Standard","V","Valid","87950005","Condition","Nebraska Lexicon","Clinical Finding"
"174",3334162,"Severe bipolar disorder with psychotic features","N","Non-Standard","V","Valid","4441000","Condition","Nebraska Lexicon","Clinical Finding"
"175",3336230,"Bipolar II disorder, most recent episode major depressive with atypical features","N","Non-Standard","V","Valid","43568002","Condition","Nebraska Lexicon","Clinical Finding"
"176",3337292,"Mild bipolar II disorder, most recent episode major depressive","N","Non-Standard","V","Valid","71294008","Condition","Nebraska Lexicon","Clinical Finding"
"177",3338632,"Bipolar I disorder, most recent episode mixed with catatonic features","N","Non-Standard","V","Valid","73471000","Condition","Nebraska Lexicon","Clinical Finding"
"178",3340317,"Severe bipolar I disorder, most recent episode manic, without psychotic features","N","Non-Standard","V","Valid","162004","Condition","Nebraska Lexicon","Clinical Finding"
"179",3340454,"Severe bipolar disorder without psychotic features","N","Non-Standard","V","Valid","53049002","Condition","Nebraska Lexicon","Clinical Finding"
"180",3340963,"Moderate bipolar I disorder, most recent episode depressed","N","Non-Standard","V","Valid","66631006","Condition","Nebraska Lexicon","Clinical Finding"
"181",3341067,"Bipolar I disorder, most recent episode mixed, in partial remission","N","Non-Standard","V","Valid","36583000","Condition","Nebraska Lexicon","Clinical Finding"
"182",3342037,"Bipolar I disorder, most recent episode depressed, in partial remission","N","Non-Standard","V","Valid","49512000","Condition","Nebraska Lexicon","Clinical Finding"
"183",3342601,"Bipolar I disorder, most recent episode manic, in partial remission","N","Non-Standard","V","Valid","63249007","Condition","Nebraska Lexicon","Clinical Finding"
"184",3343883,"Severe bipolar II disorder, most recent episode major depressive with psychotic features","N","Non-Standard","V","Valid","30520009","Condition","Nebraska Lexicon","Clinical Finding"
"185",3345410,"Bipolar affective disorder, currently manic, mild","N","Non-Standard","V","Valid","191620005","Condition","Nebraska Lexicon","Clinical Finding"
"186",3345731,"Bipolar 1 disorder, single manic episode, in remission","N","Non-Standard","V","Valid","75360000","Condition","Nebraska Lexicon","Clinical Finding"
"187",3356716,"Mixed bipolar affective disorder","N","Non-Standard","V","Valid","191636007","Condition","Nebraska Lexicon","Clinical Finding"
"188",3361648,"Severe bipolar I disorder, most recent episode mixed, with psychotic features","N","Non-Standard","V","Valid","10981006","Condition","Nebraska Lexicon","Clinical Finding"
"189",3362205,"Severe bipolar I disorder, most recent episode depressed with psychotic features","N","Non-Standard","V","Valid","59617007","Condition","Nebraska Lexicon","Clinical Finding"
"190",3362550,"Severe mixed bipolar I disorder","N","Non-Standard","V","Valid","271000119101","Condition","Nebraska Lexicon","Clinical Finding"
"191",3367215,"Bipolar II disorder, most recent episode major depressive with catatonic features","N","Non-Standard","V","Valid","22407005","Condition","Nebraska Lexicon","Clinical Finding"
"192",3367520,"Severe bipolar I disorder, most recent episode manic, with psychotic features, mood-congruent","N","Non-Standard","V","Valid","78640000","Condition","Nebraska Lexicon","Clinical Finding"
"193",3369661,"Organic bipolar disorder","N","Non-Standard","V","Valid","231444002","Condition","Nebraska Lexicon","Clinical Finding"
"194",3370326,"Bipolar I disorder, most recent episode depressed, in remission","N","Non-Standard","V","Valid","53607008","Condition","Nebraska Lexicon","Clinical Finding"
"195",3371266,"Bipolar disorder, most recent episode manic","N","Non-Standard","V","Valid","767632000","Condition","Nebraska Lexicon","Clinical Finding"
"196",3372503,"Bipolar affective disorder, most recent episode mixed","N","Non-Standard","V","Valid","767633005","Condition","Nebraska Lexicon","Clinical Finding"
"197",3373465,"Severe bipolar II disorder","N","Non-Standard","V","Valid","371604007","Condition","Nebraska Lexicon","Clinical Finding"
